"wir_id","incident_date","species","confirmed_category","behavior_observed","incident_status","county_name","latitude","longitude"
"WIR-2021-004029","10/17/2021 0:00","Black Bear","Depredation","Woke up Saturday morning and found chicken coop ripped open and 2 chickens killed. Sunday morning coop was ripped open again and 1 chicken killed. Sunday night 8:00 pm I heard coop being ripped apart again ran out saw 1 chicken killed. When tout later and saw the bear was back again chased it off. Bear came back again early morning and ripped coop apart again and killed 1 more chicken.","Active","Placer",38.989585,"-120.9053604"
"WIR-2021-004023","10/15/2021 0:00","Black Bear","Depredation","Bear some locals call ""Penney"" charged at me while I was cleaning up my backyard at 12:00 in the afternoon. It would not leave and continued with aggressive threatening moves towards me, preventing me from continuing to work. Finally had to call local police to drive it off my property. They could not get it to leave either and eventually used bean bag shots to run it off.   This bear is not afraid of humans, has broken into numerous houses and cars.  It needs to be removed.  I have written numerous complaints and you have done  nothing about it.","Active","El Dorado",38.9041785,"-120.0024619"
"WIR-2021-004022","10/17/2021 0:00","Black Bear","General Nuisance","This bear is the offspring that the Fish and WIldlife had taken the mother of several years ago. It was taught to forage in residences and has a regular route through the neighborhood. It has shown aggressive behavior  to us. We have removed everything that it is interested in but it regularly comes here even as early as before 10 pm. at night. We have chickens and our pen is very fortified but we have no power out there to electrify the fence. So far it has not gotten them. We have an outside dog kennel we leave our dogs in when we go to Redding, and sometime we get home after dark and we are very worried for there safety. Our neighbors recently lost 20 chickens and 2 ducks -all their animals, when the bear broken down the door and attacked them. I do not think this bear knows any other way to get its meals. We want to have permission to deal with this problem bear.","New","Trinity",40.7365149,"-122.9944358"
"WIR-2021-004021","10/15/2021 0:00","Black Bear","Sighting",NA,"Closed","Napa",38.3982962,"-122.2407751"
"WIR-2021-004015","10/14/2021 0:00","Black Bear","Depredation","The bear broke a fence, and a chicken coupe. It killed and ate chickens, ducks and geese. It was coming every day for two weeks. We have fixed fence and coupe couple times, but it keeps coming. Last time our fence and coupe was broken on 10/14/2021.","Active","El Dorado",38.7592356,"-120.5653093"
"WIR-2021-004014","10/16/2021 0:00","Black Bear","General Nuisance","Sherwin villas old mammoth rd injured black bear in tree with 2 cubs look like broken leg...","Closed","Mono",37.6400124,"-118.9671691"
"WIR-2021-004012","9/22/2021 0:00","Black Bear","General Nuisance","Knocking over trash cans over several weeks, getting into dog food, came right up to house, rubbing against our cars.","Active","Kern",35.7387991,"-118.6279393"
"WIR-2021-004011","10/11/2021 0:00","Black Bear","Potential Human Conflict","The first time the bear was on our property was 10.11.21, but he was first seen at the property next door on 10.9.21. Since 10.9.21 he has not left the area between our two houses. We both have videos of him circling our properties consistently since then (the videos are too big to upload, but I am happy to send if you email me, I will attach screen shots.) His presents is particularly worrisome since he is around during ours we are awake and spend time outside, 7am-8pm, and also in the middle of the night. I'm not sure why he's sticking around, neither of us leave food or trash out, our trash area is also inclosed-so he must be getting increasingly hungry too. He has gotten too comfortable here, and the more comfortable and hungry he gets the more protective and aggressive he will become. Just the other night he stood his ground and raised his hair at our neighbor. We both have dogs and worry for their safety and ours, in addition to the bears safety- he could get hit by a car and get injured and cause harm to the driver. We would greatly appreciate your help in this matter, I""m sure the bear would be happier in his natural habitat.","Closed","Los Angeles",34.1705168,"-118.1999284"
"WIR-2021-004010","10/11/2021 0:00","Black Bear","Potential Human Conflict","First time the bear was on our property was 10.11.21, but he was first sighted 10.9.21 at the property next door.  Since 10.9.21, the bear has not left the area between our two houses. Between our Ring cameras and the house next door's we have videos of him consistently circling our properties. I have a particular series of videos that start at 8:30pm and end at 1:45am- he is circling our property the entire time, even though neither one of us leave food or trash out (our trash area is also enclosed.)  The extra worrisome part is that he's around at hours when we are outside often, 7am-8pm, and in the middle of the night as well. He's gotten a bit too comfortable here. The other night he stood his ground and raised his hair when coming across our neighbors. We both have dogs, and are worried for their safety and our own- also for the bears safety, he could get hit by a car and get injured while also causing harm to the driver. We would really love your assistance in this matter. I'm sure the bear would be happier in his natural habitat too.","Closed","Los Angeles",34.1704813,"-118.1997996"
"WIR-2021-004009","10/15/2021 0:00","Black Bear","Potential Human Conflict","We have had a bear in the area for at least six months.  I reported this several months ago.  The bear is a typically size adult who has been going through trash cans (which we've warned neighbors not to set out overnight) and breaking up fruit trees.  At 2PM on Oct 15, I encountered another bear.  It was a much larger bear.  By far the largest I have encountered in over 28 years living with bears in the area.  It was eating pomegranates from a tree next to my driveway.  I got an airhorn and blasted it as previously instructed by your department.  The sound had little effect on the large bear.  It is definitely very comfortable in the neighborhood.  Then, as I turned the corner to go to the back of the house, I encountered a cub scurrying away.  We have at least 3 bears in the neighborhood.  The two adults are very comfortable around humans.  They have also been breaking up fruit trees.  Last night, they broke the top out of a 20+ year old apple tree.  Several months ago, I had to strip all of the fruit off of two of my three avocado trees (20 year old trees) because the bears were breaking them up.  There are children, pets, and the elderly in the area.  Something needs to be done about bears that have become this comfortable.  They aren't going away on their own.","New","San Bernardino",34.1556182,"-117.6672466"
"WIR-2021-004007","10/13/2021 0:00","Black Bear","Depredation","Bear has been running up and down the drive ways. Foraging through the garbage, broke fencing where the garbage is locked in. Bear scat all around property and livestock living areas.   Came home to find my male calf injured and dead and bear scat","Closed","Del Norte",41.8396319,"-124.1607732"
"WIR-2021-004004","10/15/2021 0:00","Black Bear","General Nuisance","Eating trash in neighbors driveway","New","San Bernardino",34.2710036,"-117.2053627"
"WIR-2021-004001","10/15/2021 0:00","Black Bear","Depredation","Aggression not scared of humans not scared of dogs coming back multiple nights","Active","Del Norte",41.7822599,"-124.1602686"
"WIR-2021-003996","10/15/2021 0:00","Black Bear","Potential Human Conflict","The bear was in our yard last night and has been in a tree in our yard all day. He looks hot and distressed (heavy breathing). He is large (200-300 lbs).","Closed","Los Angeles",34.1862473,"-118.1176774"
"WIR-2021-003995","10/15/2021 0:00","Black Bear","Depredation","Week of September 8-15 2021 Bear broke into garage by lifting garage door and knocking over and eating several hundred dollars worth of food and causing damage to freezer . It also ripped off the door to our shed where we kept dog food and alfalfa. Busted out shed window as well.  On October 14, 2021 Bear broke into garage and again knocked over freezer and ate large amount of food . Both incidents we were out of town . Last night October 15, 2021 Bear came 3x and got into garage by lifting garage door and knocking over freezer. Bear was hazed each time and still returned . Bear is large .","Active","Kern",35.1687137,"-118.6790539"
"WIR-2021-003990","10/13/2021 0:00","Black Bear","Depredation","Bear killing my chickens","New","El Dorado",38.7672073,"-120.5533232"
"WIR-2021-003989","10/12/2021 0:00","Black Bear","Depredation","Black bear has destroyed fence (3) different locations  Destroyed 50 year producing pear tree This is currently…. In the past he has killed approximately 15 chickens and destroyed chicken coop causing at least 1000.00 in damage.  Picture are available along with video","Active","Placer",38.9778843,"-121.0068444"
"WIR-2021-003988","10/11/2021 0:00","Black Bear","Depredation","A black bear has broken into a chicken coop and killed several chickens.","Active","Siskiyou",41.7653468,"-123.4043114"
"WIR-2021-003987","10/13/2021 0:00","Black Bear","Sighting",NA,"Closed","Los Angeles",34.1704316,"-118.2004237"
"WIR-2021-003986","10/14/2021 0:00","Black Bear","General Nuisance","Last two nights between 12AM and 2AM, we have heard and seen a black bear in the yard trying to get into city garbage bins which are close to the house . When confronted by our barking dog as well as myself making noise, it was none too bothered and slowly wandered off only to. Come back 30 min to 1 hour later. Reports from friends say that this bear will go after and has eaten a lot of chickens in the area. We also have chickens within chicken wire that we lock up in a fairly sturdy coop at night, but we are concerned about their safety.","Active","Mendocino",39.2440256,"-123.7524197"
"WIR-2021-003984","10/15/2021 0:00","Black Bear","Depredation","The juvenile bear broke the window of a car that is unused. There wasn't any food in the vehicle, yet I suspect he has been successful in finding food in other vehicles. There were 3 big claw marks in an empty shoe box. HELP!!!","Closed","Plumas",39.7538404,"-120.6167635"
"WIR-2021-003977","10/14/2021 0:00","Black Bear","Depredation","A black bear comes every night, climbing over our property fence. It destroyed our chicken coop, chicken enclosure, and our property fence.  The bear walks through my neighbor   house and   shakes a trailer of another neighbor.  Last night this bear killed my neighbor chickens.","New","El Dorado",38.759336,"-120.5651376"
"WIR-2021-003972","10/14/2021 0:00","Black Bear","General Nuisance","I don't feel safe in my own backyard because of the bear. We have several young kids in the neighborhood and the bear is certainly a threat should they encounter it.","Closed","Los Angeles",34.1891625,"-118.1911996"
"WIR-2021-003965","9/15/2021 0:00","Black Bear","General Nuisance","We have on camera, a big bear getting into dogs food and kennel, destruction of trash cans and property.","Active","Kern",35.7386946,"-118.628111"
"WIR-2021-003964","10/14/2021 0:00","Black Bear","Sighting",NA,"Closed","San Diego",33.0030224,"-116.7748649"
"WIR-2021-003962","10/13/2021 0:00","Black Bear","Potential Human Conflict","This tagged bear has been seen on my deck more than once looking for food. I have bear wires on my house now and I have seen it check out the wires. My neighbor has had a bear force it’s way into her kitchen when she and he son where home. They repulsed the bear however the 85 year old woman was traumatized. I suspect this is the same bear. This tagged bear also was observed in the evening a few weeks ago across the street. That night a bear breakin on 5th street occurred. The mear fact that this bear has returned indicates to me that it considers Tahoma it home and food source. Please capture and move this bear far enough away so it will never return","New","El Dorado",39.0639826,"-120.1312143"
"WIR-2021-003960","10/3/2021 0:00","Black Bear","General Nuisance","Trash overturned for the third time in approximately 3 weeks, with kitchen bags drug a distance away and torn open the first two times. Large claw marks observed on my trash can. Same thing happened same nights with my neighbor Marion Howard. Mama bear with two cubs observed by other neighbors Kevin and Brandy Cloward on their patio approximately a month ago, and their trash overturned the week before. I have large draft horses, but my girlfriend has small livestock that are here much of the time. Goats/alpacas/young zebra/young donkey. I have had predator latch on trash can installed a week ago, Marion had latch installed done two weeks ago. I am aware of procedure to clean and bleach cans, and to keep kitchen trash inside until the last minute. Never had trash bothered in the 19 years I have lived here before, but new neighbors moved in this year that are not bear savvy and had been storing trash from a large family outside on patio all week.  Just making report to document issue at this time, hoping that latches, sanitation procedures, etc will resolve issue. Thank you for your help","Active","San Bernardino",34.2737661,"-116.8399621"
"WIR-2021-003958","10/13/2021 0:00","Black Bear","Depredation","Recurrent visits daily 6 separate episodes","Active","Tuolumne",38.0442896,"-120.2041686"
"WIR-2021-003955","10/14/2021 0:00","Black Bear","Depredation","Originally in trash barrels.  Now is tearing siding off a building the tis used for cooking.  The bear has attached the building on 3 separate occasions.  Most recent 10/13-14/2021.","Closed","Ventura",34.460329,"-119.2580078"
"WIR-2021-003954","10/14/2021 0:00","Black Bear","Depredation","Happened in the middle of the night. 2 nights in a row","Active","Trinity",40.7272735,"-122.9500718"
"WIR-2021-003944","10/11/2021 0:00","Black Bear","Depredation","Bear killed a calf and confirmed by USDA trapper.  RP has lost three calves to bears during current calving season.","Closed","Calaveras",38.1286172,"-120.5693445"
"WIR-2021-003943","10/11/2021 0:00","Black Bear","Depredation","One adult sheep killed and consumed. Damage confirmed by Wildlife Services.","Closed","Modoc",41.4245771,"-120.1416757"
"WIR-2021-003941","10/13/2021 0:00","Black Bear","General Nuisance","Bear was hit by a car last week down the street. Has an obvious injury to back right hip/leg/paw. I have video of him walking painfully","Closed","El Dorado",38.7444734,"-120.6803526"
"WIR-2021-003934","10/12/2021 0:00","Black Bear","Sighting",NA,"Closed","Los Angeles",34.218437,"-118.2157057"
"WIR-2021-003932","9/18/2021 0:00","Black Bear","General Nuisance","Garbage near my property in two locations. This garbage consists of packaging which appear to be from the restaurant across the highway from our cabin.","New","Tuolumne",38.2004869,"-120.0046746"
"WIR-2021-003931","10/6/2021 0:00","Black Bear","General Nuisance","Bear in Yard.","Closed","Los Angeles",34.2154075,"-118.2083961"
"WIR-2021-003929","10/12/2021 0:00","Black Bear","General Nuisance","Throwing trash down eating trash cayote is also there trying to get the food bear was protecting trash bin","Closed","Los Angeles",34.2213548,"-118.2101082"
"WIR-2021-003928","10/11/2021 0:00","Black Bear","General Nuisance","A black bear was found by residents on 10/11/21 in the morning at approximately 06:00. The bear was in an area with no available habitat nearby and the decision was made to relocate the animal to Angeles National Forest.","Active","Los Angeles",34.1651382,"-118.1425622"
"WIR-2021-003926","9/26/2021 0:00","Black Bear","General Nuisance","From the footage I captured (only on the main level), it appears that the bear broke a hole in the front door and immediately went upstairs and got into a minibar fridge and ate /drank sodas, salad dressing and bbq sauce.  Then proceeded into a bedroom where we are storing kitchen supplies and ate chocolate and hot chocolate powder.","Closed","El Dorado",38.9322584,"-120.0069365"
"WIR-2021-003925","10/12/2021 0:00","Black Bear","Depredation","Entering shop and damaging property","Active","Trinity",40.7471839,"-122.9149566"
"WIR-2021-003920","10/2/2021 0:00","Black Bear","General Nuisance","A bear has recently appeared at our neighborhood about a month ago.  We put the garbage in the shed and the bear has broken into it three times.  We’ve tried beefing up the shed do you know avail.   The shed is close to the house and we are afraid it might try entering the house at some point?  It’s a vacation house near Russian Gulch State Park.","Active","Mendocino",39.3338825,"-123.8121812"
"WIR-2021-003912","10/11/2021 0:00","Black Bear","Depredation","Bear tore into chicken pen enclosure causing damage.  Over the course of several weeks the bear ate 26 chickens, 3 turkeys, and 4 ducks.  While bear was killing chickens last night it was shot and killed.","Active","Mendocino",39.4406434,"-123.7779651"
"WIR-2021-003908","10/6/2021 0:00","Black Bear","Depredation","Crushed fence down, broke into coop, and killed chickens.","Active","Mariposa",37.488453,"-119.8146345"
"WIR-2021-003907","10/9/2021 0:00","Black Bear","Depredation","A black bear has broken into a pig pen and killed a 40-50lb pig.","Active","Siskiyou",41.3840258,"-122.8653586"
"WIR-2021-003906","10/11/2021 0:00","Black Bear","Sighting",NA,"Closed","Kern",35.1303386,"-118.4700669"
"WIR-2021-003905","10/11/2021 0:00","Black Bear","Depredation","Bear destroyed my garage door","New","El Dorado",38.9292271,"-120.0069465"
"WIR-2021-003894","10/10/2021 0:00","Black Bear","Potential Human Conflict","Animal welfare. YOY bear cub in RP's chicken coop. I set a large box trap and caught the cub within 5 minutes. I immobilized the ~9 mo. old male cub for a virtual assessment with the WHL’s on-call veterinarian. The cub was determined to not have a broken leg, but instead had a severe infection involving deep tissue of the quadricep, extending throughout the upper and lower leg. The prognosis for treatment and survival was deemed poor, welfare concerns weighed, and ultimately the decision made to humanely euthanize the bear cub.","New","San Bernardino",34.2692872,"-116.8500456"
"WIR-2021-003893","10/10/2021 0:00","Black Bear","General Nuisance","Multiple bears roam the neighborhood on a regular basis. They're used to human contact and show little to no fear of humans. They regularly rip open my shed to get to the garbage even when the shed is locked. On a recent occasion one became aggressive with me while trying to scare it away. They seem to be showing abnormally desperate behavior with this most recent incident, they got into my back shed which doesn't have any garbage or food and appear to have taken an old cat skull that was in that shed. My propane BBQ was pulled over and busted, (thank God it didn't explode!) And my car has been entered and completely ripped apart inside, likely totaling the vehicle. This most recent incident is unusual as they have never targeted these areas in the past and seem to be becoming more unpredictable and dangerous, and it also happened in the middle of the day which isn't typical although they have occasionally been around in the daytime before. Presumably it's at least 3 bears, last year there was a momma and two cubs often roaming in the day. It appears that the momma has taught the cubs how to be trash bears and now they all roam individually so these incidents have become even more common with bears targeting the property multiple times a week. I'll also be sending photos and videos of the damage to the vehicle to Nickoli.kallman@wildlife.ca.gov","New","El Dorado",38.9256244,"-119.9818672"
"WIR-2021-003890","10/11/2021 0:00","Black Bear","Depredation","Torn door and window off chicken coop several times in a row at night. I've set deterrents, re fortified walls and doors and shot several warning shots,thrown things from a distance. Bear no longer runs away","Active","Tulare",36.1031598,"-118.6382495"
"WIR-2021-003889","10/10/2021 0:00","Black Bear","Potential Human Conflict","Bear has broken a window in my guest house, stands at bottom off stairs to home, I can not leave my home. Will back away a 100 feet and pace back and forth or sit and watch entry to home. I have family members that work swing shift afraid to come home any night and leave their vehicles. I have 7 grandchildren on this or adjacent property. 2 walk to my home at 6 am to be taken to school, not safe for the time. To walk to my home. We have had a bear before for 5 years and lived with him. He was not aggressive and did not stalk us. This bear is totally different. I have been here since 1977 and only in the last 10 years have we seen bear. There. Is no natural food source for bears here and winter is coming,","Closed","Placer",39.0229419,"-120.989284"
"WIR-2021-003885","10/9/2021 0:00","Black Bear","Depredation","Broke into outside sheds with doors, one with plastic doors with a metal bolt (between 10/1-10/6) add another with metal sliding doors with a lock that had two garbage cans inside on 10/9. Also, took food out of refrigerator from the shed with plastic doors. I have taken all food and garbage vans out of both sheds.  I have a strong metal screen door on my front main entrance door with a lock and on 10/8 it made noise on the metal screen door, but no damage visible.","New","Kern",35.19384,"-118.3273413"
"WIR-2021-003877","10/9/2021 0:00","Black Bear","Sighting",NA,"Closed","San Bernardino",34.1633292,"-117.581433"
"WIR-2021-003875","10/6/2021 0:00","Black Bear","Depredation","For the past week and a half, we have had a bear cub break into our trash shed and chicken coop. The bear has killed all our chickens and keeps ripping into our trash shed and dragging trash everywhere. The bear has even been brave enough to come onto our front porch.","New","Kern",35.1813386,"-118.3555013"
"WIR-2021-003873","10/9/2021 0:00","Black Bear","Potential Human Conflict","Bear and 1+ cub underneath house. Crawl space door torn off, I stuck my head in to look around and bear grunted and hissed at me in a very aggressive way.","Closed","Placer",39.227848,"-120.0764708"
"WIR-2021-003869","10/9/2021 0:00","Black Bear","Sighting",NA,"Closed","Mono",38.5865743,"-119.5178452"
"WIR-2021-003866","10/7/2021 0:00","Black Bear","General Nuisance","The bear is coming out at night and getting into our trash it has taken out many of our neighbors trash cans stringing trash everywhere I’ve had to pick up trash every single night for almost a month I have no other way to keep it from doing so it has even destroyed my properties fence","Active","Shasta",40.6935952,"-122.4056406"
"WIR-2021-003865","10/7/2021 0:00","Black Bear","General Nuisance","There has been a bear, maybe more than one, getting into our trash for the past couple months. Usually comes around Wednesdays and Thursdays. We built a wooden structure to out trash in but the bear figured out how to open it and kinda broke it by biting on the door and pulling it. We have now moved trash to the wellhouse, booby trapped the original trash structures with rakes and things to make noise if it tries to get in and bought 2 solar motion sensor horns. We also have a rooster that sits on our porch railing it tried to chomp and take a bite of before.  If coming out to our house, take a left at the Y in the road, then another left and go past the single wide trailer, around the curve and our property is to the left.","Active","Shasta",40.8854575,"-121.6929498"
"WIR-2021-003863","10/7/2021 0:00","Black Bear","Depredation","Multiple Bears causing damage to property where food storage is kept locked up. Dumpsters and trash scattered every morning. Demeanor of bears lack any fear of human hazing. Truck window broken out and damaged . Tuff sheds scratches and bear sign. Bears entering buildings of sleeping quarters to rummage trash cans.","Active","Los Angeles",34.2382973,"-117.8222042"
"WIR-2021-003861","10/6/2021 0:00","Black Bear","General Nuisance","The RP stated that a female bear and 2 juveniles have continuously visited her property.  They tip over garbage cans, swim in her pool, have done some minor damage to the pool tiles and fence.  She is concerned about the safety of residents in this area.","Active","Los Angeles",34.1753844,"-118.0226578"
"WIR-2021-003857","10/7/2021 0:00","Black Bear","Depredation","Attacking livestock, and killed sheep. I already submitted another WIR under # WIR-2021-003843 and WIR 2021-003845 but was unable to attach photos. Attempting to resubmit with photos.","Closed","El Dorado",38.6777869,"-120.8969434"
"WIR-2021-003852","10/7/2021 0:00","Black Bear","Sighting",NA,"Closed","San Bernardino",34.1630185,"-117.5818621"
"WIR-2021-003849","10/7/2021 0:00","Black Bear","Depredation","My dog was acting strange and growling a lot, heard my sheep running around, sounded like something was chasing them. I went out with a flashlight and my firearm, and approached where my sheep are kept. My flashlight is not very bright, but I came in view of the predator, and it was standing over one of my sheep that it killed, I was about 20-30 feet away and I decided to shoot it.","Active","El Dorado",38.6776215,"-120.8969863"
"WIR-2021-003848","10/6/2021 0:00","Black Bear","General Nuisance","Bear walked around, knocked over recycling can, sniffed childrens toys came up to front door then left, has been seen by neighbors for the last 6 days in the area.","New","El Dorado",38.7257114,"-120.9616707"
"WIR-2021-003847","10/6/2021 0:00","Black Bear","General Nuisance","Knocked over recycling can. Sniffing around kids toys outside, came up to front door. Has been seen around neighboring homes for last 6 days.","Closed","El Dorado",38.7256883,"-120.9616734"
"WIR-2021-003845","10/6/2021 0:00","Black Bear","Potential Human Conflict","Attacking livestock, and killed sheep. I already submitted another WIR under # WIR-2021-003843, but was unable to attach photos. Attempting to resubmit with photos.","Closed","El Dorado",38.6778042,"-120.8969863"
"WIR-2021-003843","10/6/2021 0:00","Black Bear","Potential Human Conflict","Attacking livestock, killed one of my ewes.","Closed","El Dorado",38.6776032,"-120.8969434"
"WIR-2021-003838","10/7/2021 0:00","Black Bear","Depredation","Bear is breaking into garbage, getting into chicken coop and have killed 6 chickens.","Closed","Butte",39.4673039,"-121.5358366"
"WIR-2021-003837","10/6/2021 0:00","Black Bear","Sighting",NA,"Closed","Los Angeles",34.2200087,"-118.2148139"
"WIR-2021-003831","10/6/2021 0:00","Black Bear","General Nuisance","Mr. Goddard stated that he heard his dogs barking loudly so his brother went out to investigate and found a bear going through his trashcans at around 10:15 p.m. He stated that the brother was 2 ft. away from the bear, and the bear did not did not run away.  The bother called him outside to see the bear and then they both went back inside and made noise but the bear did not run away.  They went out later to ""do something"" to the bear but it was gone.  He stated that 2 years ago Fish and Game told him to just shoot a bear if he saw it in his hay barn because they didn't have enough traps to trap it and that it would be considered a depredation. Mr. Goddard said that he had a horse and 2 dogs ""tore up"" by what he believes to be a bear because he knows that there has been a bear nearby going through peoples trash.  When I asked him if the injury could have been made by a mountain lion, he told me no because ""mountain lion don't do that"".   When I tried to start a conversation about securing his trash, he became extremely agitated and told me that he was not going to do anything to secure his trash and that he wasn't going to let some bear threaten his ranch and that he would kill it if he saw it again.  He stated it would be our fault if he shot the bear because we haven't done anything about the bear getting into trash in the neighborhood.","New","San Bernardino",34.2350951,"-117.3970717"
"WIR-2021-003825","10/5/2021 0:00","Black Bear","Depredation","Bear has been coming to my chicken coop over the last couple nights. He was not afraid of me and would not leave even when I threw items at him. Finally (while I slept) he managed to take the door off and kill several of the chickens.","Closed","Plumas",39.9486899,"-120.9033102"
"WIR-2021-003821","10/6/2021 0:00","Black Bear","Depredation","we noticed that we have had numerous bear scat all over property.  They have eaten fruit off ground and damaged fruit trees that have 3 inch branches or more. Yesterday we heard noise and neighbor told us the bear or bears have rummaged thru trash cans and have also been eating their fruit.  We spend lots of time growing fruit and watering trees and to have the trees and fruit destroyed is very disheartening ..We need some help,","Closed","Ventura",34.5901136,"-119.0123256"
"WIR-2021-003819","10/1/2021 0:00","Black Bear","Depredation","Consumption of significant amounts of grapes, multiple fences destroyed,steel posts ripped out of the ground. Bear claw foot prints in the ground by the fence.","New","El Dorado",38.5909346,"-120.687219"
"WIR-2021-003815","9/22/2021 0:00","Black Bear","Potential Human Conflict","Email below sent from RP:  Hi Andrea,   I have a friend in Mammoth who had a bear attack her dog a couple weeks ago….it was pretty gnarly. It’s broken into her neighbor’s apartment (that is adjoined to hers) 3 times and it’s freaking her out. She’s lived in Mammoth for almost a decade and has been an employee of mine on and off at Parchers Resort she’s very used to bears but this is a problem bear. The attack on the dog was because it charged my friend and her leashed dog when she went up to close her neighbor’s door not knowing that there was bear in the house and the dog got in the middle of the bear and her. Apparently its den is under a house across the street on forest lawn and it has a cub and neither care at all about people or dogs. She called Mammoth PD and they said they no longer relocate bears so if it becomes a nuisance they may have to euthanize them but it’s a lot of paperwork. She really doesn’t want the bear to be put down but this seems like a legitimate safety issue.    She isn’t really sure what to do. I know Mammoth loves its bears but do you have any thoughts on how she should proceed? Just call the PD after every incident?    Sierrally, Jared Smith GM Parchers Resort 760-873-4177 reservations@parchersresort.net www.ParchersResort.net","Closed","Mono",37.6596592,"-118.9591119"
"WIR-2021-003811","10/6/2021 0:00","Black Bear","General Nuisance","We have bears that are getting into garbage cans throughout our and the adjacent neighborhood.  The bears get into the trash cans after they are put out for collection by Waste Management.  Earlier this week a neighbor put her garbage out 5;30 a.m..  The bears got into the cans ‘before the trash pickup at 6:15 a.m.","Closed","Nevada",39.250356,"-121.0781547"
"WIR-2021-003810","10/5/2021 0:00","Black Bear","Sighting",NA,"Closed","Calaveras",38.0730311,"-120.5390672"
"WIR-2021-003809","10/5/2021 0:00","Black Bear","Depredation","On the morning of 10/5 approximately 7:00 am, we awoke to a baby cub crying for it's mother outside our bedroom window. I went to the back yard and observed the top of our chicken coop torn apart, chicken food vaults ripped open and 5 piles of bear scat in the back yard. The Rubbermaid container that housed back up chicken food and bird seed was torn open and seed scattered. I installed motion detector lighting on chicken coop and reinforced the top of the coop with heavy duty cattle wire and placed the food vaults in a shed. On the evening of 10/5 at 8:00 pm, the motion detection lighting illuminated and our two border collie dogs became alarmed and ran out the dog door, directly to the chicken coop. We turned on the back yard flood light and observed a sow bear outside of the coop, with her two cubs trapped inside the coop.  I shown my spot light on the sow bear and yelled many times to retrieve the dogs from their agitation. The sow bear climbed back over our perimeter fence to escape the commotion, leaving her two cubs trapped in the chicken coop. After 5 minutes of me observing the surroundings, I approached the chicken coop and the cubs ran up the pine tree that centers the coop.  I opened the gate to the chicken coop to let the cubs leave once I left the scene. I returned back to the house.  20 minutes later I observed the coop from a distance and spot light to confirm all had left, and they had.","Closed","Mono",37.5623304,"-118.7412808"
"WIR-2021-003808","9/22/2021 0:00","Black Bear","Potential Human Conflict","Bear is prowling around every night and breaking into cars constantly.  Recently broke open garage door.  The bear acts agressive toward people and posses a danger to humans and small pets.","Closed","El Dorado",38.9027327,"-120.0045867"
"WIR-2021-003800","10/3/2021 0:00","Black Bear","Depredation","Climbing 6' fencing. Destroying fence. Destroying fruit trees.","Active","Amador",38.4203962,"-120.671354"
"WIR-2021-003797","10/5/2021 0:00","Black Bear","Depredation","Bear has taken a goat from the RP and broken down fences and broke into locked storage shed.","Active","Trinity",40.7459928,"-122.9205686"
"WIR-2021-003795","10/5/2021 0:00","Black Bear","Sighting",NA,"Closed","San Bernardino",34.1633736,"-117.5814115"
"WIR-2021-003794","10/1/2021 0:00","Black Bear","General Nuisance","Black bear seen laying down on property with suspected injury to hind quarters.","Active","Los Angeles",34.1482723,"-118.0118978"
"WIR-2021-003790","10/5/2021 0:00","Black Bear","Potential Human Conflict","We have a bear that will not stay away. We have tried most everything to discourage him but he keeps coming back. We need to get him relocated. Please help!","Closed","Trinity",40.6542633,"-122.9142699"
"WIR-2021-003787","10/4/2021 0:00","Black Bear","General Nuisance","Dragged compost bin into street and went through contents. Pulled down trash can that was connected to wall to try and prevent bear from getting into and went through contents. Bear ran off briefly when yelled at, but returned soon after and did not run off when shouted at again (kept eating garbage). Finally ran off 3rd time yelling.  This is the 2nd sighting of this bear, and likely it’s 3rd garbage incident in this neighborhood.","New","Napa",38.295293,"-122.2178382"
"WIR-2021-003783","9/26/2021 0:00","Black Bear","Depredation","A bear has entered our property now several times. The first time we noticed the bear was 9/26 Sunday morning at 5 am. We tried to scare the bear from the coop and it would flee or stop its attack. We fired a small caliber hand gun into the ground which seemed to spook it off. It ended coming back Sunday night again at around 11:30 to try and get it, we used lots of lights and loud noise to try and scare it off before it took any.more chickens. Monday the 27th it showed up at 10:36 trying to get back into the coop, and we were able to run it off. We heard many many gun shots through out the night and we figured the bear might of found someone not so kind. This morning October 4th the bear came at 1:30 am, it ate two chickens and killed one. I did make.shift repairs on the coop and tried to get my last remaining 8 chickens to safety. An hour later at 2:30 I hear my.shovel by the coop knocked over. The bear was back within an hour trying to get in but ran when I went outside. I hope someone could help or allow me to do what needs to be done to protect my animals and my family. Thank you.","Closed","El Dorado",38.8661299,"-120.8681012"
"WIR-2021-003776","10/4/2021 0:00","Black Bear","Depredation","RP found the 4x8 door to secure chicken coupe had been damaged in an attempt by a bear to enter the coupe. Claw marks and scat were left at the scene. RP uses hot wire fencing to deter bears around perimeter of property.","Active","Butte",39.7407831,"-121.6258546"
